expmntID,Land Use - CBD Focus,Freeway Capacity,Auto IVTT Sensitivity,Shared Mobility,Kensington Decommissioning,LRT Extension,Region-wide VMT,Interstate + Expressway + Ramp/Connector VMT,Major and Minor Arterials VMT,Total Auto VMT,Total Truck VMT,Daily Auto VMT - Interstate,Daily Truck VMT - Interstate,Daily Total VMT - Interstate,Daily Auto VMT - Expressway,Daily Truck VMT - Expressway,Daily Total VMT - Expressway,Daily Auto VMT - Major Arterial,Daily Truck VMT - Major Arterial,Daily Total VMT - Major Arterial,Daily Auto VMT - Minor Arterial,Daily Truck VMT - Minor Arterial,Daily Total VMT - Minor Arterial,Daily Auto VMT - Collector,Daily Truck VMT - Collector,Daily Total VMT - Collector,Daily Auto VMT - Freeway On-Ramp,Daily Truck VMT - Freeway On-Ramp,Daily Total VMT - Freeway On-Ramp,Daily Auto VMT - Freeway Off-Ramp,Daily Truck VMT - Freeway Off-Ramp,Daily Total VMT - Freeway Off-Ramp,Daily Auto VMT - Freeway to Freeway Connector,Daily Truck VMT - Freeway to Freeway Connector,Daily Total VMT - Freeway to Freeway Connector,Daily Auto VMT - Toll Booth,Daily Truck VMT - Toll Booth,Daily Total VMT - Toll Booth,Daily Auto VMT - Border Control,Daily Truck VMT - Border Control,Daily Total VMT - Border Control,Daily Auto VMT - Canadian Interstate,Daily Truck VMT - Canadian Interstate,Daily Total VMT - Canadian Interstate,Daily Auto VMT - Canadian Expressway,Daily Truck VMT - Canadian Expressway,Daily Total VMT - Canadian Expressway,Daily Auto VMT - Canadian Major Arterial,Daily Truck VMT - Canadian Major Arterial,Daily Total VMT - Canadian Major Arterial,AM Trip Time (minutes),AM Trip Length (miles),PM Trip Time (minutes),PM Trip Length (miles),Total Transit Boardings,Total LRT Boardings,Peak Transit Share,Peak NonMotorized Share,Off-Peak Transit Share,Off-Peak NonMotorized Share,Daily Transit Share,Daily NonMotorized Share,Downtown to Airport Travel Time,Households within 30 min of CBD,Number of Home-based work tours taking <= 45 minutes via transit,Corridor Kensington Daily VMT,Corridor Kensington Daily VHT,Corridor Kensington_OB PM VMT,Corridor Kensington_OB PM VHT,Corridor Kensington_IB AM VMT,Corridor Kensington_IB AM VHT,Corridor 190 Daily VMT,Corridor 190 Daily VHT,Corridor 190_OB Daily VMT,Corridor 190_OB Daily VHT,Corridor 190_IB Daily VMT,Corridor 190_IB Daily VHT,Corridor 33_west Daily VMT,Corridor 33_west Daily VHT,Corridor I90_south Daily VMT,Corridor I90_south Daily VHT,OD Volume District 1 to 1,OD Volume District 1 to 2,OD Volume District 1 to 3,OD Volume District 1 to 4,OD Volume District 1 to 5,OD Volume District 1 to 6,OD Volume District 1 to 7,OD Volume District 1 to 8,OD Volume District 1 to 9,OD Volume District 1 to 10
40,0.9612193904140849,1.1110396909649098,0.8521491681903998,0.5807905248592551,1.0,0.0,23714345.093200997,8610872.136713,9871581.418861,21255877.947775,2458467.145426,5242669.650625,727015.378483,5969685.029108,1776209.261231,96863.020499,1873072.28173,4566501.563006,280277.684875,4846779.247881,4676006.290235,348795.880745,5024802.17098,1814327.207278,117940.331062,1932267.53834,229252.814168,15718.728087,244971.542255,231673.717567,17271.18802,248944.905587,252190.717041,22007.660992,274198.378033,6277.962891,1688.540742,7966.503633,406321.264758,393760.234649,800081.499407,4174.982305,21454.573883,25629.556188,154744.523426,113687.369494,268431.89292,1895527.993244,301986.553895,2197514.547139,14.793241,7.605974,15.528373,8.364408,72558.953027,18380.858752,0.014344,0.062349,0.0115,0.058891,0.012803,0.060475,14.89743,365206.0,308262.968,62605.777043,102347.467528,7307.035897,13501.983895,6230.192302,11007.691806,264839.361084,297222.437409,33292.789676,46253.334888,28202.520859,33432.790037,38339.557918,49486.840726,141272.407668,155896.152604,59009.109375,21656.419922,21028.878906,6274.986328,2739.171143,15513.908203,1306.328369,2529.184082,4970.020996,1353.750488
41,1.315532811134233,1.1741083950136542,0.8440801979115476,0.43601949281313923,1.0,1.0,29574763.045865998,10911831.618915,12301068.983659,26428128.815913998,3146634.2299499996,6672657.912928,898781.20983,7571439.122758,2221796.06566,116039.222373,2337835.288033,5673356.513413,366072.35521,6039428.868624,5807909.178967,453730.936068,6261640.115035,2193333.424815,150107.837732,2343441.262548,297410.685511,21181.976143,318592.661653,301449.949751,23138.547759,324588.49751,330350.118644,29025.930316,359376.048961,7313.508032,1942.498315,9256.006347,467424.77962,510911.847619,978336.62724,5388.943569,29071.98554,34460.929109,174024.461168,151637.772085,325662.233253,2275713.273836,394992.11096,2670705.384795,16.170595,7.476228,16.485992,8.14028,186255.920956,53563.781932,0.027152,0.080048,0.0227,0.076,0.024743,0.077858,16.089579,446312.0,417828.218,76000.199742,147771.8209,8936.164853,21086.757718,7553.979341,16072.623454,362759.311169,475991.995775,44012.421171,82394.481203,38915.500527,58497.627817,48940.561028,71902.771129,183934.714928,226200.646341,86350.851563,31118.111328,31270.662109,9122.161133,4093.936279,23319.945313,1872.210571,3503.92041,7012.793945,1837.119751
42,1.0578300855121534,1.2292071890314096,0.8315609631331944,0.8278642000641883,0.0,1.0,25849363.767707,9653095.036601001,10578908.023931,23187721.050012,2661642.717696,5716315.175822,778725.644085,6495040.819907,2166095.223208,110420.338707,2276515.561915,4854370.790258,300375.532172,5154746.322429,5046519.590988,377642.110513,5424161.701502,1958786.860825,128106.542872,2086893.403697,267528.028127,17851.541762,285379.569888,271935.932165,19512.363888,291448.296054,280635.476369,24075.312468,304710.788837,6521.555906,1774.338841,8295.894747,419004.551047,426624.192759,845628.743806,4399.766126,23587.429637,27987.195762,160322.941219,124384.925437,284707.866656,2035285.157952,328562.444555,2363847.602507,14.939762,7.523503,15.547604,8.221755,79781.034537,26558.305653,0.014922,0.060932,0.011801,0.056898,0.013229,0.058743,14.897063,405456.0,350987.031,215571.414889,258061.797438,27675.330461,34325.914616,24480.493374,33413.215508,292672.156581,328793.460961,37260.134621,52247.593214,31050.714271,36548.269888,45745.421511,61637.972436,150218.685991,163271.899012,73105.554688,26297.787109,25705.8125,7321.025879,3213.342041,18553.84375,1518.778076,2892.032471,5707.108398,1544.44397
43,0.9540531058468036,1.310210300171395,0.7777367936327947,0.7830791766520566,1.0,0.0,24004075.19114799,8860605.76008,9892808.935816,21555509.665455997,2448565.525691,5415098.031079,729745.19018,6144843.22126,1821262.741652,96897.245411,1918159.987064,4568904.545032,276878.52347,4845783.068502,4701839.001268,345186.866046,5047025.867314,1829625.937918,117452.07206,1947078.009978,238101.863564,15815.257586,253917.12115,240630.133895,17396.523107,258026.657002,263539.144429,22119.629175,285658.773604,6213.289321,1693.140488,7906.429809,401072.522436,390843.963098,791916.485533,4096.191717,21289.808183,25385.9999,154084.451417,112973.415985,267057.867402,1911041.811728,300273.890902,2211315.70263,14.676633,7.627289,15.407916,8.369596,60181.607483,16488.206428,0.012272,0.058182,0.009617,0.054467,0.010832,0.056167,14.467303,368394.0,306323.093,63201.002006,102235.683457,7380.384842,13503.758467,6276.035783,10796.09662,275141.986629,294962.232293,35256.773445,44795.840728,29599.059253,33067.29352,39998.445918,48915.653743,147214.543376,155708.63364,61301.933594,22414.898438,21711.794922,6405.280273,2779.549805,15832.775391,1336.738281,2571.285889,5046.311523,1384.831421
44,1.164579903023846,1.5249970674227769,0.9444156632864192,0.46207576151363167,1.0,0.0,27058160.90114901,10252769.569327999,10983549.77693,24189880.97392,2868279.927232,6286590.384876,839014.54189,7125604.926765,2073665.085733,109693.77343,2183358.859163,5061543.899835,326625.573009,5388169.472844,5188005.23086,407375.073226,5595380.304086,1993463.471162,136566.658335,2130030.129496,280086.448374,19471.557162,299558.005536,283143.107056,21372.037741,304515.144797,313014.184181,26718.448886,339732.633067,6829.49863,1856.718274,8686.216904,434097.619534,461899.049696,895996.669229,4699.176961,25849.768204,30548.945165,164692.10999,135665.891953,300358.001944,2100050.756728,356170.835426,2456221.592153,15.087264,7.579674,15.647345,8.274169,134342.992711,31034.66597,0.021657,0.07467,0.017884,0.070986,0.019615,0.072676,14.523545,453754.0,376037.281,70409.203686,118885.252938,8171.546562,15704.656037,6995.209863,12669.902501,333682.642587,364417.022838,43253.068926,57500.447257,36805.739494,42873.039712,47148.92571,58094.744408,173315.099578,183938.653129,74226.585938,26834.919922,26714.890625,7914.279297,3521.331299,19847.136719,1633.3479,3077.311523,6156.244141,1630.975952
45,1.0058049724694684,1.7249949423764315,0.8643415274338606,0.5364035230795308,1.0,0.0,24612932.799544998,9300991.761271,9967133.389476,22037807.431146998,2575125.368396,5699671.696481,766139.643585,6465811.340066,1887775.814222,101425.44134,1989201.255563,4586519.025725,290338.832502,4876857.858227,4726243.697675,364031.833574,5090275.531249,1841274.041439,123370.152833,1964644.194272,251703.914619,17127.139566,268831.054185,254029.361961,18807.997502,272837.359463,280606.090842,23704.661151,304310.751994,6357.742098,1739.984261,8097.72636,404362.184045,410493.837613,814856.021657,4115.861747,22542.876061,26658.737808,156271.982923,119214.532992,275486.515915,1938876.01737,316188.435416,2255064.452786,14.600327,7.680912,15.323991,8.415202,87234.064204,21297.699124,0.016344,0.065814,0.013271,0.062393,0.01468,0.063961,13.960932,395434.0,323977.343,63520.222272,100860.799683,7386.084143,12929.677413,6323.60327,10553.692284,290591.177025,294799.160395,38413.104322,43790.17127,31966.810047,33418.479279,42444.608766,48659.791864,155737.814541,156273.474793,62299.695313,22761.001953,22218.828125,6677.860352,2942.72583,16497.435547,1405.629028,2676.641602,5302.287109,1432.313599
46,1.113379965118746,1.8953001068518933,0.8734527846845317,0.6979380344373145,0.0,1.0,26878175.785066,10426170.281536,10703043.624666,24105517.350795,2772658.4342709994,6203856.91321,815649.302098,7019506.215308,2321148.037374,116360.336244,2437508.373618,4895005.600933,308935.85754,5203941.458473,5109555.665731,389546.500462,5499102.166193,1987099.941928,132057.04558,2119156.987507,293922.836852,19291.588152,313214.425004,298213.003163,21111.861178,319324.864341,310888.542697,25727.860568,336616.403265,6668.838549,1823.757173,8492.595722,424221.74305,444451.941516,868673.684566,4422.669673,24734.286467,29156.95614,161492.751713,130188.185999,291680.937712,2089020.805922,342779.911294,2431800.717217,14.714728,7.585886,15.318231,8.256668,95796.036825,30658.933846,0.016831,0.064253,0.013512,0.060218,0.015031,0.062064,14.025269,442826.0,371364.812,233183.487941,261468.464091,30457.320809,34509.744104,28049.262043,34091.684699,321279.111444,326485.529588,42779.445545,49059.067982,35050.415183,36505.927799,51652.127805,60970.677711,164389.634078,163690.971061,77064.789063,27750.685547,27275.109375,7787.973145,3443.516602,19767.523438,1614.783569,3047.863281,6047.95166,1625.770386
47,1.1372273189267474,1.4074472417512927,0.8786589159138795,0.3915678408636937,1.0,1.0,26553619.640476,9978662.588304,10837549.4506,23740812.156540997,2812807.483935,6110909.566157,822618.630116,6933528.196273,2025288.977503,107585.146043,2132874.123546,4996094.78026,321029.441705,5317124.221965,5120293.170729,400132.057906,5520425.228635,1969882.079605,134242.209749,2104124.289354,271187.003333,18927.124993,290114.128326,273863.596505,20761.505965,294625.10247,301510.952432,26010.085256,327521.037689,6760.235315,1832.96256,8593.197875,430401.087421,452768.662136,883169.749557,4743.418609,25265.014946,30008.433555,163553.837251,132709.575082,296263.412333,2066323.451421,348925.067478,2415248.518898,15.134343,7.614379,15.717168,8.321439,137710.15887,39020.844061,0.023084,0.074664,0.019072,0.07112,0.020913,0.072747,14.66258,439970.0,378189.125,67884.918576,121097.401213,7957.633471,16718.158879,6859.916316,12829.750606,321549.997929,356319.337639,41167.082042,56192.198163,35144.654031,41663.40975,45225.828498,56662.760364,167829.900739,180944.482012,70922.664063,25736.904297,25510.078125,7619.523438,3424.630127,19134.222656,1609.772461,3021.858154,6043.174316,1594.978027
48,0.9272067523489248,1.6471178567752827,0.8720705813738223,0.21827606152751003,0.0,1.0,22745242.397452,8581248.545491,9144273.744868,20344779.34753,2400463.0499239997,5089529.10744,717579.580708,5807108.688148,1905673.285827,101783.261008,2007456.546835,4187525.403872,266371.34253,4453896.746401,4353506.445874,336870.552593,4690376.998467,1725385.354723,114830.831371,1840216.186094,232114.358196,15870.381701,247984.739896,234055.139466,17335.971267,251391.110733,245679.902128,21627.557751,267307.459879,6148.587053,1676.378725,7824.965778,394123.096938,382088.657013,776211.753951,4175.409545,20717.045187,24892.454732,152160.977004,110193.914608,262354.891612,1814702.279464,293517.575462,2108219.854926,14.421122,7.759484,15.267256,8.553708,90579.565877,24917.363779,0.018361,0.068303,0.014977,0.065553,0.016531,0.066816,13.653953,364033.0,312637.968,169308.682046,185954.961294,22173.846203,24459.216515,19627.028008,22690.856172,237418.330551,234079.34556,31329.744522,33594.813667,25312.38384,25278.07071,40635.08417,46710.338059,132097.110187,129890.836358,51423.257813,19074.164063,18391.871094,5741.939941,2544.811279,13971.550781,1225.620117,2369.636963,4669.088867,1268.583496
49,1.1167078816528664,1.5850381119142716,0.9612044034008336,0.1475022180313342,0.0,1.0,25764652.297663994,9874140.293590002,10298494.307179,22989331.780927002,2775320.5167360003,5852675.932939,813198.882264,6665874.815203,2190767.397234,115410.773448,2306178.170682,4712318.319216,311064.477749,5023382.796966,4882725.147072,392386.363141,5275111.510213,1907123.37224,132237.256559,2039360.628799,271911.67307,19106.72779,291018.400861,275755.59229,20874.904009,296630.496299,288906.901634,25531.508912,314438.410545,6662.272899,1837.91331,8500.18621,426007.567232,444735.133063,870742.700294,4478.903901,24781.804198,29260.708098,162224.37661,130557.326604,292781.703215,2007774.32459,343597.445689,2351371.770279,14.833569,7.662895,15.494746,8.394838,149999.362277,39844.274749,0.025422,0.078671,0.021006,0.075498,0.023035,0.076956,14.17427,441761.0,372828.625,209224.944597,236941.410527,27192.414447,31212.354578,25021.687808,31032.445523,292333.111725,302522.530524,38328.18752,45499.526179,31629.567307,33813.60996,47578.517467,58141.927753,153786.97509,156519.620685,65907.625,23995.634766,23720.101563,7249.523926,3273.44043,18001.503906,1536.60022,2896.053223,5796.728027,1534.36145
50,1.0384774044605847,1.9366563170809215,0.8897599840805166,0.7455733163877531,0.0,0.0,25524849.042137,9840645.960258,10184466.06898,22892963.511417996,2631885.5307190004,5850568.416138,779756.928422,6630325.34456,2191108.112986,111115.472868,2302223.585853,4657682.172085,292524.083156,4950206.255241,4864615.974824,369643.838915,5234259.813739,1902950.421461,125825.514661,2028775.936122,275191.574299,18056.777931,293248.35223,279104.082086,19767.913329,298871.995415,291742.002353,24234.679847,315976.6822,6433.251193,1767.871965,8201.123159,409030.828036,419934.325786,828965.153822,4315.770159,23163.080182,27478.850341,157781.394405,122349.793178,280131.187583,2002439.511393,323745.250479,2326184.761872,14.497228,7.611757,15.173897,8.3092,74843.604299,19883.570977,0.013948,0.061304,0.011041,0.05741,0.012371,0.059192,13.851167,410805.0,335452.937,215052.585257,238060.305866,28059.584556,31256.544589,25602.98942,30238.823805,295472.851007,294298.368488,39511.998758,43413.970734,32205.199689,32660.500168,48547.628314,55961.976898,154279.668175,151512.697148,70202.9375,25355.560547,24775.591797,7165.199219,3129.510742,17920.990234,1477.369995,2817.465332,5561.669922,1515.652832
51,1.041487949896695,1.7859389362886844,0.9918374851377036,0.8506620722409521,0.0,1.0,25413664.103089996,9741517.865457,10175751.623516,22776941.707090005,2636722.3959999997,5784755.754167,779611.54154,6564367.295706,2167824.486738,111046.775342,2278871.262079,4654003.802657,293719.623725,4947723.426382,4857084.285821,370943.911313,5228028.197134,1896453.873056,126079.847619,2022533.720675,272534.312689,18060.331492,290594.644181,276560.970194,19740.778547,296301.748742,287149.565212,24233.349537,311382.914749,6461.242508,1768.445966,8229.688474,410844.009615,421119.617659,831963.627274,4475.898442,23227.40784,27703.306282,158199.012963,122672.590852,280871.603815,2000594.493028,324498.174568,2325092.667597,14.454423,7.552122,15.13078,8.25223,77207.487604,25413.922266,0.014626,0.060685,0.011525,0.056731,0.012944,0.05854,13.963807,412097.0,348510.281,214346.765995,239319.407551,27848.44394,31384.49607,25250.327205,30289.472283,293356.587551,295992.912202,39013.487649,44029.033852,31736.11163,32670.21893,47881.769551,56194.64997,152594.910463,151527.231972,71438.992188,25564.666016,24911.894531,7045.273926,3105.949219,17988.226563,1442.205322,2786.716064,5488.858398,1486.836426
52,0.9919010913441682,1.2578775651966048,0.8926065973319804,0.1994263271938168,0.0,0.0,23750043.546910003,8855218.776642,9662927.47087,21237578.495559998,2512465.0513509996,5240231.442713,741489.715898,5981721.15861,1974753.847142,105074.399288,2079828.24643,4437200.856147,281999.597076,4719200.453223,4589008.914568,354718.103079,4943727.017647,1798386.458908,119936.013378,1918322.472287,240011.658996,16613.920081,256625.579076,243065.625205,18148.89198,261214.517185,253250.590571,22578.68477,275829.275341,6377.530631,1723.084425,8100.615056,409757.577698,402274.874799,812032.452497,4420.611832,22026.595704,26447.207536,155537.533707,116697.874616,272235.408323,1885575.847442,309183.296257,2194759.143699,14.726073,7.677325,15.483928,8.450484,103942.164563,22745.573463,0.01945,0.071832,0.015904,0.068886,0.017533,0.070239,14.252003,385510.0,318777.125,183103.575544,210600.159378,23881.785049,28087.024567,21000.744818,26521.346977,253166.65429,267603.999731,32542.257169,40182.726422,26839.005507,29302.946537,41326.984783,52306.483431,136072.98018,142190.200826,56539.054688,20875.667969,20405.060547,6325.522461,2794.677734,15373.892578,1337.593994,2556.676758,5067.609375,1369.160889
53,1.0900177267046856,1.4521093293815475,0.9097996577632215,0.7636250455686268,0.0,1.0,26336301.017385,10003335.752705,10647010.474674001,23611663.766574003,2724637.250809999,5931706.468956,799310.176349,6731016.645306,2236876.533783,113371.914087,2350248.44787,4878223.508035,305818.377705,5184041.885741,5078007.890778,384960.698155,5462968.588933,1969005.998013,130356.176879,2099362.174893,279830.206985,18600.816566,298431.023551,284130.433099,20331.41324,304461.846338,294236.945897,24940.843744,319177.78964,6609.30949,1810.419432,8419.728921,423767.61808,436430.167251,860197.785331,4818.747513,24233.836063,29052.583576,160949.325197,127736.810436,288686.135634,2063500.780748,336735.600903,2400236.381651,14.802824,7.52431,15.405517,8.210928,87682.146496,28616.030879,0.01584,0.062621,0.012594,0.058554,0.014079,0.060415,14.495347,424510.0,363609.718,223898.581834,260326.779715,28678.660093,34047.179438,26215.055264,34130.516827,306282.069933,329081.12706,39770.576714,51099.539714,32965.956691,36870.621491,48507.131155,61766.874588,157061.961894,164219.29338,75820.34375,27173.863281,26643.5625,7535.787598,3321.681641,19222.96875,1548.73877,2955.335205,5843.085449,1575.122192
54,0.9758988276061124,1.4865607959337834,0.7855389165784096,0.6177851572561268,0.0,0.0,24273643.281894002,9165731.793926999,9817612.870861001,21784647.704444,2488995.5774490004,5439549.689964,739729.283018,6179278.972982,2050558.09127,104723.745415,2155281.836685,4504864.428313,277051.949523,4781916.377836,4686449.976272,349246.516753,5035696.493025,1837566.53819,119063.44644,1956629.98463,252302.462321,16598.082994,268900.545315,255266.612497,18131.164746,273397.777244,266355.946947,22516.714754,288872.661701,6278.975055,1710.133995,7989.10905,403465.885655,397739.997304,801205.882959,4259.318245,21723.052579,25982.370824,154816.947885,115180.48342,269997.431305,1922912.83183,305581.006508,2228493.838338,14.59759,7.666198,15.328688,8.402235,71725.758393,18427.417331,0.014031,0.061562,0.011222,0.057994,0.012508,0.059629,14.099628,380852.0,313423.312,193129.043935,217928.125022,25019.661451,28604.869201,22266.664674,27131.862488,266873.797722,274041.075887,34972.730452,40830.866394,28496.500692,29949.336323,44016.083134,53351.051585,142634.355276,144814.066652,61265.359375,22572.326172,21942.623047,6556.759766,2857.502197,16085.785156,1378.283691,2626.872314,5176.403809,1417.62915
55,0.9681161723801933,1.3678705551769479,0.8974871975285141,0.40680004972606676,0.0,1.0,23547997.570448,8814837.744217,9550900.766221,21073926.492092,2474071.078353,5219847.89103,734010.985933,5953858.876963,1965362.257222,103975.877053,2069338.134276,4381807.631089,276348.932311,4658156.563401,4544361.349471,348382.853349,4892744.20282,1784456.311509,118250.271396,1902706.582905,239511.645377,16351.455432,255863.100809,242602.101785,17891.46233,260493.564115,253008.941686,22275.126368,275284.068054,6278.025506,1707.303985,7985.329491,403864.72267,395195.527644,799060.250314,4281.963055,21563.847127,25845.810182,154459.000846,114408.25979,268867.260637,1874084.650846,303709.175635,2177793.826481,14.580532,7.676044,15.355551,8.444886,92662.386293,26407.850713,0.018132,0.06739,0.014765,0.0643,0.01631,0.065718,14.105223,376919.0,324373.218,181709.614974,205670.384868,23602.589062,27137.593398,20780.480662,25413.518998,251223.688515,259203.809134,32600.347451,38330.471505,26775.605923,28320.952989,41521.66529,50841.918822,135762.386036,138838.158036,56494.28125,20831.330078,20213.992188,6148.666016,2729.768066,15167.037109,1302.40918,2510.51709,4955.0625,1340.068481
56,1.0659884137475717,1.353504350110216,0.9221325350362595,0.353852827635021,0.0,1.0,25175175.840209,9492348.145817999,10185485.512637,22497582.660671998,2677593.179537,5619551.511968,783970.870051,6403522.382019,2115837.580798,111500.122788,2227337.703587,4666377.090696,301000.378787,4967377.469482,4838342.471309,379765.571846,5218108.043155,1888648.835693,128274.720889,2016923.556582,260428.392268,18139.666062,278568.05833,263806.820093,19786.7695,283593.589593,274964.17511,24362.237179,299326.412289,6596.328495,1779.067928,8375.396423,420987.43576,429415.043127,850402.478888,4389.321106,23757.136959,28146.458065,159440.167329,125229.421875,284669.589204,1978212.530047,330612.172546,2308824.702592,14.839053,7.63216,15.511463,8.366311,120955.843959,33831.925899,0.021534,0.072532,0.017706,0.069232,0.019463,0.070747,14.42983,416033.0,355166.968,202014.584078,233591.105825,26207.652965,30960.148702,23625.782303,30388.600311,279508.04459,298072.326657,36122.576844,45549.326352,29925.071013,33161.337759,45116.168109,57520.199324,147370.932103,154324.94248,64463.050781,23523.410156,23113.685547,6961.14502,3117.597656,17344.357422,1471.164673,2793.362061,5559.499023,1483.054321
57,1.0492129046167584,1.495393407138138,0.817662841695005,0.508545914285718,0.0,1.0,25296100.469212,9618051.033863999,10188160.331701,22647678.507817,2648421.961393,5702838.922826,780210.248469,6483049.171296,2147480.920962,110759.845957,2258240.766919,4669458.109355,296352.16422,4965810.273575,4848100.256331,374249.801795,5222350.058126,1895921.267721,126949.858441,2022871.126162,265197.677493,17972.639572,283170.317065,268791.294767,19631.416301,288422.711068,281003.165367,24164.90215,305168.067516,6490.928732,1780.642568,8271.5713,415874.484216,423103.124478,838977.608695,4523.597147,23374.767667,27898.364814,158753.501327,123478.972099,282232.473427,1983244.381573,326393.577676,2309637.959249,14.792708,7.659477,15.46774,8.384903,106703.212552,31079.088496,0.019391,0.068831,0.015888,0.065403,0.017495,0.066975,14.250441,411528.0,351046.593,204658.644603,232953.403855,26517.454312,30652.909865,24051.424007,29989.113182,284323.138275,296359.409443,37183.539949,44798.89317,30655.347771,32977.196393,46205.179912,57006.870537,150066.872986,153948.317056,65032.425781,23839.972656,23356.304688,7023.858887,3125.804199,17404.285156,1497.481445,2819.377441,5605.681641,1504.429688
58,1.017636408586219,1.471112050114997,0.8472011124090938,0.5973910600202923,1.0,0.0,24933170.910456,9334506.650995001,10181596.691651,22340966.489559997,2592204.4208939997,5712950.126804,768199.457546,6481149.584351,1904018.641137,101583.2724,2005601.913537,4691992.482461,293668.961282,4985661.443742,4828788.659,367146.588909,5195935.247909,1874335.587441,124499.084977,1998834.672418,252313.570251,17130.46312,269444.033371,255038.163273,18832.571886,273870.73516,280698.236474,23742.148102,304440.384576,6375.925835,1746.543884,8122.469719,407813.373716,413847.619373,821660.993089,4157.597644,22764.395761,26921.993405,157176.467855,120297.442376,277473.910232,1965307.657669,318745.871278,2284053.528947,14.730254,7.620312,15.415733,8.346325,82000.956806,20900.096779,0.015343,0.063852,0.012364,0.06022,0.013728,0.061884,14.321617,396957.0,327683.468,65380.583287,106581.431575,7670.271071,14157.572479,6471.664973,11168.626424,294718.715164,311758.316155,38190.506884,47370.970846,32221.339451,35642.537179,42548.929009,51059.599535,156275.158261,162655.826674,65185.226563,23719.605469,23180.160156,6861.022461,3009.34082,17044.568359,1432.675415,2730.560059,5403.04834,1461.816406
59,0.8786692451987925,1.1364490584898195,0.8794674830007356,0.6629090047687807,1.0,0.0,22266276.982078,8048205.031921,9260205.302705001,19962716.267186996,2303560.71489,4895581.401132,688378.324098,5583959.72523,1661057.841102,92555.710557,1753613.55166,4281157.516797,261316.328912,4542473.845709,4391949.373466,325782.08353,4717731.456996,1717118.85935,110780.500723,1827899.360073,212389.950145,14483.730246,226873.680391,214111.741715,15922.405103,230034.146818,233293.1051,20430.822722,253723.927822,6054.797691,1628.331731,7683.129422,392742.056409,366528.480644,759270.537053,4157.66122,19715.454826,23873.116046,150113.957179,105064.711957,255178.669136,1802988.005881,280973.829841,2083961.835722,14.506338,7.636388,15.343092,8.43071,52497.329133,13834.224985,0.011452,0.057349,0.009016,0.053971,0.010131,0.055518,14.521852,335198.0,280932.562,57832.142796,90830.385652,6740.827683,11688.263709,5757.605802,9476.857331,238912.351648,255687.380306,30436.13316,38455.975802,25231.687416,27901.983522,35584.813182,43925.394346,131171.438426,139964.481289,51939.601563,19224.1875,18385.787109,5529.315918,2384.158936,13588.380859,1132.559814,2251.447754,4367.413574,1211.032104
60,1.1053058597208831,1.3565100404519592,0.8600205612612191,0.5343515420057237,0.0,1.0,26253279.212999,9933716.477119999,10633562.582021,23501558.604263995,2751720.608736,5887458.436688,803646.122308,6691104.558996,2219747.126885,114011.720926,2333758.847811,4875645.576338,309866.347695,5185511.924033,5058135.935902,389914.722086,5448050.657988,1964218.048683,131707.759533,2095925.808216,275085.6839,18748.420015,293834.103915,279154.700932,20478.77921,299633.480142,290272.84198,25112.644277,315385.486256,6663.432223,1815.591747,8479.02397,426483.30643,441854.462072,868337.768502,4631.874727,24573.106847,29204.981574,162582.901784,129346.153186,291929.05497,2051478.737792,340644.778834,2392123.516626,15.000257,7.587795,15.601409,8.292764,115518.418989,34083.917158,0.020016,0.069752,0.01642,0.066068,0.018069,0.067757,14.643785,428191.0,367198.625,217576.756046,255375.845477,28112.264475,33863.688349,25501.282465,33881.872673,300073.793957,327708.993449,38619.27202,51213.289204,32283.215827,36985.125019,47478.675174,61984.850848,155101.215274,164856.893552,70995.085938,25840.873047,25472.675781,7506.074707,3341.14624,18833.974609,1578.050293,2971.195068,5912.145996,1579.740845
